quoteID,quoteText,subQuotationList,quoteByteSpans,speaker,addressees,quoteType,referringExpression,mentionTextsList,mentionSpansList,mentionEntitiesList
Q228,"Well, the customary procedure in such cases is as follows.","['Well,', 'the customary procedure in such cases is as follows.']","[[32039, 32044], [32057, 32109]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,"[[], []]","[[], []]","[[], []]"
Q229,"What does Crustimoney Proseedcake mean? For I am a Bear of
Very Little Brain, and long words Bother me.","['What does Crustimoney Proseedcake mean?', 'For I am a Bear of\nVery Little Brain, and long words Bother me.']","[[32113, 32152], [32166, 32229]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q230,It means the Thing to Do.,['It means the Thing to Do.'],"[[32233, 32258]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q231,"As long as it means that, I don't mind,","[""As long as it means that, I don't mind,""]","[[32262, 32301]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,[[]],[[]],[[]]
Q232,"The thing to do is as follows. First, Issue a Reward. Then----","['The thing to do is as follows. First, Issue a Reward. Then----']","[[32323, 32385]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q233,"Just a moment, _What_ do we do to
this--what you were saying? You sneezed just as you were going to tell
me.","['Just a moment,', '_What_ do we do to\nthis--what you were saying? You sneezed just as you were going to tell\nme.']","[[32389, 32403], [32437, 32530]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,"[[], ['we', 'you', 'You', 'you']]","[[], [[32447, 32449], [32467, 32470], [32484, 32487], [32504, 32507]]]","[[], [['Winnie-the-pooh', 'Owl'], ['Owl'], ['Owl'], ['Owl']]]"
Q234,I _didn't_ sneeze.,"[""I _didn't_ sneeze.""]","[[32534, 32552]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q235,"Yes, you did, Owl.","['Yes, you did, Owl.']","[[32556, 32574]]",Winnie-the-pooh,['Owl'],Implicit,,"[['you', 'Owl']]","[[[32561, 32564], [32570, 32573]]]","[[['Owl'], ['Owl']]]"
Q236,"Excuse me, Pooh, I didn't. You can't sneeze without knowing it.","[""Excuse me, Pooh, I didn't. You can't sneeze without knowing it.""]","[[32578, 32641]]",Owl,['Winnie-the-pooh'],Implicit,,"[['Pooh', 'You']]","[[[32589, 32593], [32605, 32608]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q237,"Well, you can't know it without something having been sneezed.","[""Well, you can't know it without something having been sneezed.""]","[[32645, 32707]]",Winnie-the-pooh,['Owl'],Implicit,,[['you']],"[[[32651, 32654]]]",[[['Owl']]]
Q238,"What I _said_ was, 'First _Issue_ a Reward'.","[""What I _said_ was, 'First _Issue_ a Reward'.""]","[[32711, 32755]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q239,"You're doing it again,","[""You're doing it again,""]","[[32759, 32781]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,[['You']],"[[[32759, 32762]]]",[[['Owl']]]
Q240,"A Reward! We write a notice to say that we will
give a large something to anybody who finds Eeyore's tail.","['A Reward!', ""We write a notice to say that we will\ngive a large something to anybody who finds Eeyore's tail.""]","[[32802, 32811], [32836, 32932]]",Owl,['Piglet'],Explicit,said Owl,"[[], ['We', 'we', 'Eeyore']]","[[], [[32836, 32838], [32866, 32868], [32918, 32924]]]","[[], [['Winnie-the-pooh', 'Owl'], ['Winnie-the-pooh', 'Owl'], ['Eeyore']]]"
Q241,"I see, I see,","['I see, I see,']","[[32936, 32949]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,[[]],[[]],[[]]
Q242,"Talking about large
somethings, I generally have a small something
about now--about this time in the morning, just a mouthful of
condensed milk or whatnot, with perhaps a lick of honey----","['Talking about large\nsomethings,', 'I generally have a small something\nabout now--about this time in the morning,', 'just a mouthful of\ncondensed milk or whatnot, with perhaps a lick of honey----']","[[32981, 33012], [33036, 33113], [33188, 33266]]",Winnie-the-pooh,['Owl'],Anaphoric,he went on,"[[], [], []]","[[], [], []]","[[], [], []]"
Q243,"Well, then, we write out this notice, and we put it up all
over the forest.","['Well, then,', 'we write out this notice, and we put it up all\nover the forest.']","[[33270, 33281], [33294, 33357]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,"[[], ['we', 'we']]","[[], [[33294, 33296], [33324, 33326]]]","[[], [['Winnie-the-pooh', 'Owl'], ['Winnie-the-pooh', 'Owl']]]"
Q244,"A lick of honey, or--or not, as the case
may be.","['A lick of honey,', 'or--or not, as the case\nmay be.']","[[33361, 33377], [33406, 33437]]",Winnie-the-pooh,['Winnie-the-pooh'],Explicit,murmured Bear to himself,"[[], []]","[[], []]","[[], []]"
Q245,"It was he who wrote the ones on my front door for me. Did you see them,
Pooh?","['It was he who wrote the ones on my front door for me. Did you see them,\nPooh?']","[[33705, 33782]]",Owl,['Winnie-the-pooh'],Implicit,,"[['he', 'you', 'Pooh']]","[[[33712, 33714], [33763, 33766], [33777, 33781]]]","[[['Christopher Robin - Story'], ['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q246,"No, not at all,","['No, not at all,']","[[33945, 33960]]",Winnie-the-pooh,['Owl'],Anaphoric,he said,[[]],[[]],[[]]
Q247,"Didn't you see them? Come and look at
them now. Handsome bell-rope, isn't it?","[""Didn't you see them?"", 'Come and look at\nthem now.', ""Handsome bell-rope, isn't it?""]","[[34020, 34040], [34073, 34099], [34365, 34394]]",Owl,['Winnie-the-pooh'],Explicit,said Owl,"[['you'], [], []]","[[[34027, 34030]], [], []]","[[['Winnie-the-pooh']], [], []]"
Q248,"It reminds me of something, but I can't think what. Where
did you get it?","['It reminds me of something,', ""but I can't think what. Where\ndid you get it?""]","[[34422, 34449], [34461, 34506]]",Winnie-the-pooh,['Owl'],Anaphoric,he said,"[[], ['you']]","[[], [[34495, 34498]]]","[[], [['Owl']]]"
Q249,"I just came across it in the Forest. It was hanging over a bush, and I
thought at first somebody lived there, so I rang it, and nothing
happened, and then I rang it again very loudly, and it came off in my
hand, and as nobody seemed to want it, I took it home, and----","['I just came across it in the Forest. It was hanging over a bush, and I\nthought at first somebody lived there, so I rang it, and nothing\nhappened, and then I rang it again very loudly, and it came off in my\nhand, and as nobody seemed to want it, I took it home, and----']","[[34510, 34778]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q250,"Owl, you made a mistake. Somebody did want it.","['Owl,', 'you made a mistake. Somebody did want it.']","[[34782, 34786], [34809, 34850]]",Winnie-the-pooh,['Owl'],Explicit,said Pooh,"[['Owl'], ['you']]","[[[34782, 34785]], [[34809, 34812]]]","[[['Owl']], [['Owl']]]"
Q251,Who?,['Who?'],"[[34854, 34858]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q252,Eeyore. My dear friend Eeyore. He was--he was fond of it.,['Eeyore. My dear friend Eeyore. He was--he was fond of it.'],"[[34862, 34919]]",Winnie-the-pooh,['Owl'],Implicit,,"[['Eeyore', 'My dear friend Eeyore', 'He', 'he']]","[[[34862, 34868], [34870, 34891], [34893, 34895], [34901, 34903]]]","[[['Eeyore'], ['Eeyore'], ['Eeyore'], ['Eeyore']]]"
Q253,Fond of it?,['Fond of it?'],"[[34923, 34934]]",Owl,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q254,"Attached to it,","['Attached to it,']","[[34938, 34953]]",Winnie-the-pooh,['Owl'],Explicit,said WinniethePooh,[[]],[[]],[[]]
Q255,"_Who found the Tail?_
      ""I,"" said Pooh,
    ""At a quarter to two
      (Only it was quarter to eleven really),
    _I_ found the Tail!""","['_Who found the Tail?_\n      ""I,"" said Pooh,\n    ""At a quarter to two\n      (Only it was quarter to eleven really),\n    _I_ found the Tail!""']","[[35428, 35568]]",Winnie-the-pooh,['Winnie-the-pooh'],Anaphoric,he sang to himself,[[]],[[]],[[]]
Q256,"I saw a Heffalump to-day, Piglet.","['I saw a Heffalump to-day, Piglet.']","[[35837, 35870]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Piglet']",Explicit,Christopher Robin finished the mouthful he was eating and said,[['Piglet']],"[[[35863, 35869]]]",[[['Piglet']]]
Q257,What was it doing?,['What was it doing?'],"[[35874, 35892]]",Piglet,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,asked Piglet,[[]],[[]],[[]]
Q258,"Just lumping along, I don't think it saw
_me_.","['Just lumping along,', ""I don't think it saw\n_me_.""]","[[35910, 35929], [35956, 35982]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Piglet']",Explicit,said Christopher Robin,"[[], []]","[[], []]","[[], []]"
Q259,"I saw one once,","['I saw one once,']","[[35986, 36001]]",Piglet,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Piglet,[[]],[[]],[[]]
Q260,"At least, I think I did, Only
perhaps it wasn't.","['At least, I think I did,', ""Only\nperhaps it wasn't.""]","[[36017, 36041], [36053, 36076]]",Piglet,"['Winnie-the-pooh', 'Christopher Robin - Story']",Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q261,"So did I,","['So did I,']","[[36080, 36089]]",Piglet,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Pooh,[[]],[[]],[[]]
Q262,"You don't often see them,","[""You don't often see them,""]","[[36141, 36166]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Piglet']",Explicit,said Christopher Robin,[[]],[[]],[[]]
Q263,"Not now,","['Not now,']","[[36205, 36213]]",Piglet,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Piglet,[[]],[[]],[[]]
Q264,"Not at this time of year,","['Not at this time of year,']","[[36230, 36255]]",Piglet,"['Winnie-the-pooh', 'Christopher Robin - Story']",Explicit,said Pooh,[[]],[[]],[[]]
Q265,"If you see what I mean, Pooh,","['If you see what I mean, Pooh,']","[[36704, 36733]]",Piglet,['Winnie-the-pooh'],Explicit,Piglet said,"[['you', 'Pooh']]","[[[36707, 36710], [36728, 36732]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q266,"It's just
what I think myself, Piglet,","[""It's just\nwhat I think myself, Piglet,""]","[[36751, 36789]]",Winnie-the-pooh,['Piglet'],Explicit,Pooh said,[[]],[[]],[[]]
Q267,"But, on the other hand,
Pooh, we must remember,","['But, on the other hand,\nPooh, we must remember,']","[[36809, 36856]]",Piglet,['Winnie-the-pooh'],Explicit,Piglet said,"[['Pooh', 'we']]","[[[36833, 36837], [36839, 36841]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh', 'Piglet']]]"
Q268,"Quite true, Piglet, although I
had forgotten it for the moment.","['Quite true, Piglet, although I\nhad forgotten it for the moment.']","[[36874, 36937]]",Winnie-the-pooh,['Piglet'],Explicit,Pooh said,[['Piglet']],"[[[36886, 36892]]]",[[['Piglet']]]
Q269,"Piglet, I have decided something.","['Piglet, I have decided something.']","[[37082, 37115]]",Winnie-the-pooh,['Piglet'],Explicit,Pooh looked round to see that nobody else was listening and said,[['Piglet']],"[[[37082, 37088]]]",[[['Piglet']]]
Q270,"What have you decided, Pooh?","['What have you decided, Pooh?']","[[37119, 37147]]",Piglet,['Winnie-the-pooh'],Implicit,,"[['you', 'Pooh']]","[[[37129, 37132], [37142, 37146]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q271,I have decided to catch a Heffalump.,['I have decided to catch a Heffalump.'],"[[37151, 37187]]",Winnie-the-pooh,['Piglet'],Implicit,,[[]],[[]],[[]]
Q272,"I shall do it, by means of
a trap. And it must be a Cunning Trap, so you will have to help me,
Piglet.","['I shall do it,', 'by means of\na trap. And it must be a Cunning Trap, so you will have to help me,\nPiglet.']","[[37435, 37449], [37494, 37581]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], ['you', 'Piglet']]","[[], [[37548, 37551], [37574, 37580]]]","[[], [['Piglet'], ['Piglet']]]"
Q273,"Pooh, I will.","['Pooh,', 'I will.']","[[37585, 37590], [37637, 37644]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[['Pooh'], []]","[[[37585, 37589]], []]","[[['Winnie-the-pooh']], []]"
Q274,How shall we do it?,['How shall we do it?'],"[[37665, 37684]]",Piglet,['Winnie-the-pooh'],Anaphoric,he said,[['we']],"[[[37675, 37677]]]","[[['Winnie-the-pooh', 'Piglet']]]"
Q275,That's just it. How?,"[""That's just it. How?""]","[[37702, 37722]]",Winnie-the-pooh,['Piglet'],Explicit,Pooh said,[[]],[[]],[[]]
Q276,Why?,['Why?'],"[[37907, 37911]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,[[]],[[]],[[]]
Q277,Why what?,['Why what?'],"[[37928, 37937]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,[[]],[[]],[[]]
Q278,Why would he fall in?,['Why would he fall in?'],"[[37952, 37973]]",Piglet,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q279,"But then he would see us digging it,","['But then he would see us digging it,']","[[39094, 39130]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,[['us']],"[[[39116, 39118]]]","[[['Winnie-the-pooh', 'Piglet']]]"
Q280,Not if he was looking at the sky.,['Not if he was looking at the sky.'],"[[39145, 39178]]",Piglet,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q281,"He would Suspect, if he happened to look down.","['He would Suspect,', 'if he happened to look down.']","[[39182, 39199], [39213, 39241]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q282,"It isn't as easy as I thought. I
suppose that's why Heffalumps hardly _ever_ get caught.","[""It isn't as easy as I thought. I\nsuppose that's why Heffalumps hardly _ever_ get caught.""]","[[39293, 39381]]",Winnie-the-pooh,['Piglet'],Anaphoric,He thought for a long time and then added,[[]],[[]],[[]]
Q283,"That must be it,","['That must be it,']","[[39385, 39401]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,[[]],[[]],[[]]
Q284,If only I could _think_ of something!,['If only I could _think_ of something!'],"[[39571, 39608]]",Winnie-the-pooh,['Winnie-the-pooh'],Explicit,Pooh was saying to himself,[[]],[[]],[[]]
Q285,"Suppose, _you_ wanted to catch _me_, how would you
do it?","['Suppose,', '_you_ wanted to catch _me_, how would you\ndo it?']","[[39724, 39732], [39754, 39802]]",Winnie-the-pooh,['Piglet'],Anaphoric,he said to Piglet,"[[], ['you', 'you']]","[[], [[39755, 39758], [39792, 39795]]]","[[], [['Piglet'], ['Piglet']]]"
Q286,"Well, I should do it like this. I should make a Trap,
and I should put a Jar of Honey in the Trap, and you would smell it, and
you would go in after it, and----","['Well,', 'I should do it like this. I should make a Trap,\nand I should put a Jar of Honey in the Trap, and you would smell it, and\nyou would go in after it, and----']","[[39806, 39811], [39827, 39981]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[[], ['you', 'you']]","[[], [[39924, 39927], [39948, 39951]]]","[[], [['Winnie-the-pooh'], ['Winnie-the-pooh']]]"
Q287,"And I would go in after it, only very carefully
so as not to hurt myself, and I would get to the Jar of Honey, and I
should lick round the edges first of all, pretending that there wasn't
any more, you know, and then I should walk away and think about it a
little, and then I should come back and start licking in the middle of
the jar, and then----","['And I would go in after it,', ""only very carefully\nso as not to hurt myself, and I would get to the Jar of Honey, and I\nshould lick round the edges first of all, pretending that there wasn't\nany more, you know, and then I should walk away and think about it a\nlittle, and then I should come back and start licking in the middle of\nthe jar, and then----""]","[[39985, 40012], [40036, 40357]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], ['you']]","[[], [[40206, 40209]]]","[[], [['Piglet']]]"
Q288,"Yes, well never mind about that. There you would be, and there I should
catch you. Now the first thing to think of is, What do Heffalumps like?
I should think acorns, shouldn't you? We'll get a lot of----I say, wake
up, Pooh!","[""Yes, well never mind about that. There you would be, and there I should\ncatch you. Now the first thing to think of is, What do Heffalumps like?\nI should think acorns, shouldn't you? We'll get a lot of----I say, wake\nup, Pooh!""]","[[40361, 40586]]",Piglet,['Winnie-the-pooh'],Implicit,,"[['you', 'you', 'you', 'We', 'Pooh']]","[[[40400, 40403], [40439, 40442], [40538, 40541], [40543, 40545], [40581, 40585]]]","[[['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh'], ['Winnie-the-pooh', 'Piglet'], ['Winnie-the-pooh']]]"
Q289,"All right, honey then,","['All right, honey then,']","[[40970, 40992]]",Piglet,['Winnie-the-pooh'],Anaphoric,he said,[[]],[[]],[[]]
Q290,"Honey, _I'll_ dig the pit, while _you_ go and get the honey.","['Honey,', ""_I'll_ dig the pit, while _you_ go and get the honey.""]","[[41073, 41079], [41153, 41206]]",Piglet,"['Winnie-the-pooh', 'Piglet']",Explicit,said Piglet to himself,"[[], ['you']]","[[], [[41180, 41183]]]","[[], [['Winnie-the-pooh']]]"
Q291,"Very well, But you never can tell, I remember my uncle saying once that he had seen cheese just
this colour.","['Very well,', 'But you never can tell,', 'I remember my uncle saying once that he had seen cheese just\nthis colour.']","[[41210, 41220], [41518, 41541], [41555, 41628]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], [], []]","[[], [], []]","[[], [], []]"
Q292,"Yes, it is. No doubt about that. And honey, I should say, right down
to the bottom of the jar. Unless, of course, somebody put
cheese in at the bottom just for a joke. Perhaps I had better go a
_little_ further ... just in case ... in case Heffalumps _don't_
like cheese ... same as me.... Ah! I
_was_ right. It _is_ honey, right the way down.","['Yes,', 'it is. No doubt about that. And honey, I should say, right down\nto the bottom of the jar. Unless, of course,', ""somebody put\ncheese in at the bottom just for a joke. Perhaps I had better go a\n_little_ further ... just in case ... in case Heffalumps _don't_\nlike cheese ... same as me.... Ah!"", 'I\n_was_ right. It _is_ honey, right the way down.']","[[41679, 41683], [41695, 41803], [41815, 41994], [42022, 42071]]",Piglet,['Winnie-the-pooh'],Anaphoric,he said,"[[], [], [], []]","[[], [], [], []]","[[], [], [], []]"
Q293,Got it?,['Got it?'],"[[42205, 42212]]",Piglet,['Winnie-the-pooh'],Explicit,Piglet looked up from the bottom of his Very Deep Pit and said,[[]],[[]],[[]]
Q294,"Yes, but it isn't quite a full jar,","[""Yes, but it isn't quite a full jar,""]","[[42230, 42265]]",Winnie-the-pooh,['Piglet'],Explicit,said,[[]],[[]],[[]]
Q295,"No, it isn't! Is that all you've got left?","[""No, it isn't! Is that all you've got left?""]","[[42317, 42359]]",Piglet,['Winnie-the-pooh'],Explicit,Piglet said,[['you']],"[[[42343, 42346]]]",[[['Winnie-the-pooh']]]
Q296,Yes.,['Yes.'],"[[42376, 42380]]",Winnie-the-pooh,['Piglet'],Explicit,Pooh said,[[]],[[]],[[]]
Q297,"Well, good night, Pooh, And we meet at six o'clock to-morrow morning by the Pine Trees,
and see how many Heffalumps we've got in our Trap.","['Well, good night, Pooh,', ""And we meet at six o'clock to-morrow morning by the Pine Trees,\nand see how many Heffalumps we've got in our Trap.""]","[[42498, 42521], [42572, 42686]]",Piglet,['Winnie-the-pooh'],Explicit,said Piglet,"[['Pooh'], ['we', 'we', 'our ']]","[[[42516, 42520]], [[42576, 42578], [42664, 42666], [42677, 42681]]]","[[['Winnie-the-pooh']], [['Winnie-the-pooh', 'Piglet'], ['Winnie-the-pooh', 'Piglet'], ['Piglet', 'Winnie-the-pooh']]]"
Q298,"Six o'clock, Piglet. And have you got any string?","[""Six o'clock, Piglet. And have you got any string?""]","[[42690, 42739]]",Winnie-the-pooh,['Piglet'],Implicit,,"[['Piglet', 'you']]","[[[42703, 42709], [42720, 42723]]]","[[['Piglet'], ['Piglet']]]"
Q299,No. Why do you want string?,['No. Why do you want string?'],"[[42743, 42770]]",Piglet,['Winnie-the-pooh'],Implicit,,[['you']],"[[[42754, 42757]]]",[[['Winnie-the-pooh']]]
Q300,To lead them home with.,['To lead them home with.'],"[[42774, 42797]]",Winnie-the-pooh,['Piglet'],Implicit,,[[]],[[]],[[]]
Q301,Oh! ... I _think_ Heffalumps come if you whistle.,['Oh! ... I _think_ Heffalumps come if you whistle.'],"[[42801, 42850]]",Piglet,['Winnie-the-pooh'],Implicit,,[['you']],"[[[42838, 42841]]]",[[['Winnie-the-pooh']]]
Q302,"Some do and some don't. You never can tell with Heffalumps. Well, good
night!","[""Some do and some don't. You never can tell with Heffalumps. Well, good\nnight!""]","[[42854, 42931]]",Winnie-the-pooh,['Piglet'],Implicit,,[['You']],"[[[42878, 42881]]]",[[['Piglet']]]
Q303,Good night!,['Good night!'],"[[42935, 42946]]",Piglet,['Winnie-the-pooh'],Implicit,,[[]],[[]],[[]]
Q304,"That's funny, I know I had a jar of honey there. A full
jar, full of honey right up to the top, and it had HUNNY written on it,
so that I should know it was honey. That's very funny.","[""That's funny,"", ""I know I had a jar of honey there. A full\njar, full of honey right up to the top, and it had HUNNY written on it,\nso that I should know it was honey. That's very funny.""]","[[43343, 43356], [43371, 43539]]",Piglet,[],Anaphoric,he thought,"[[], []]","[[], []]","[[], []]"
Q305,"It's very, very funny,
    'Cos I _know_ I had some honey;
    'Cos it had a label on,
            Saying HUNNY.
    A goloptious full-up pot too,
    And I don't know where it's got to,
    No, I don't know where it's gone--
            Well, it's funny.","[""It's very, very funny,\n    'Cos I _know_ I had some honey;\n    'Cos it had a label on,\n            Saying HUNNY.\n    A goloptious full-up pot too,\n    And I don't know where it's got to,\n    No, I don't know where it's gone--\n            Well, it's funny.""]","[[43656, 43912]]",Piglet,['Piglet'],Anaphoric,he began to wander up and down wondering where it was and murmuring a murmur to himself,[[]],[[]],[[]]
Q306,Bother! It all comes of trying to be kind to Heffalumps.,"['Bother!', 'It all comes of trying to be kind to Heffalumps.']","[[44074, 44081], [44095, 44143]]",Winnie-the-pooh,['Piglet'],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q307,"Very good honey this, I
don't know when I've tasted better,","[""Very good honey this, I\ndon't know when I've tasted better,""]","[[44646, 44705]]",Heffalump,['Heffalump'],Anaphoric,Heffalump was licking its jaws and saying to itself,[[]],[[]],[[]]
Q308,"Bother! A Heffalump has
been eating it!","['Bother!', 'A Heffalump has\nbeen eating it!']","[[45340, 45347], [45396, 45427]]",Winnie-the-pooh,[],Explicit,said Pooh,"[[], []]","[[], []]","[[], []]"
Q309,"Oh, no, _I_
did. I forgot.","['Oh, no, _I_\ndid. I forgot.']","[[45469, 45495]]",Winnie-the-pooh,[],Anaphoric,he thought a little and said,[[]],[[]],[[]]
Q310,Oh!,['Oh!'],"[[45712, 45715]]",Piglet,['Piglet'],Anaphoric,he said to himself,[[]],[[]],[[]]
Q311,"Yes, Quite so.","['Yes,', 'Quite so.']","[[45740, 45744], [45777, 45786]]",Piglet,[],Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q312,"Oh, dear, oh, dear, oh, dear!","['Oh, dear, oh, dear, oh, dear!']","[[47266, 47295]]",Piglet,['Piglet'],Explicit,said Piglet to himself,[[]],[[]],[[]]
Q313,"_Bother!_ _Oh, help!_ _Ow!_","['_Bother!_', '_Oh, help!_', '_Ow!_']","[[47628, 47637], [47669, 47680], [47696, 47701]]",Winnie-the-pooh,[],Anaphoric,he said,"[[], [], []]","[[], [], []]","[[], [], []]"
Q314,"Help, help! a Heffalump, a Horrible Heffalump!","['Help, help!', 'a Heffalump, a Horrible Heffalump!']","[[48100, 48111], [48128, 48162]]",Piglet,[],Explicit,cried Piglet,"[[], []]","[[], []]","[[], []]"
Q315,"Help, help, a
Herrible Hoffalump! Hoff, Hoff, a Hellible Horralump! Holl, Holl, a
Hoffable Hellerump!","['Help, help, a\nHerrible Hoffalump! Hoff, Hoff, a Hellible Horralump! Holl, Holl, a\nHoffable Hellerump!']","[[48225, 48326]]",Piglet,[],Anaphoric,he he could still crying out,[[]],[[]],[[]]
Q316,"Whatever's the matter, Piglet?","[""Whatever's the matter, Piglet?""]","[[48414, 48444]]",Christopher Robin - Story,['Piglet'],Explicit,said Christopher Robin,[['Piglet']],"[[[48437, 48443]]]",[[['Piglet']]]
Q317,"Heff, a
Heff--a Heff--a Heffalump.","['Heff,', 'a\nHeff--a Heff--a Heffalump.']","[[48497, 48502], [48564, 48592]]",Piglet,['Christopher Robin - Story'],Explicit,said Piglet,"[[], []]","[[], []]","[[], []]"
Q318,Where?,['Where?'],"[[48596, 48602]]",Christopher Robin - Story,['Piglet'],Implicit,,[[]],[[]],[[]]
Q319,"Up there,","['Up there,']","[[48606, 48615]]",Piglet,['Christopher Robin - Story'],Explicit,said Piglet,[[]],[[]],[[]]
Q320,What did it look like?,['What did it look like?'],"[[48648, 48670]]",Christopher Robin - Story,['Piglet'],Implicit,,[[]],[[]],[[]]
Q321,"Like--like----It had the biggest head you ever saw, Christopher Robin.
A great enormous thing, like--like nothing. A huge big--well, like a--I
don't know--like an enormous big nothing. Like a jar.","[""Like--like----It had the biggest head you ever saw, Christopher Robin.\nA great enormous thing, like--like nothing. A huge big--well, like a--I\ndon't know--like an enormous big nothing. Like a jar.""]","[[48674, 48870]]",Piglet,['Christopher Robin - Story'],Implicit,,"[['you', 'Christopher Robin']]","[[[48712, 48715], [48726, 48743]]]","[[['Christopher Robin - Story'], ['Christopher Robin - Story']]]"
Q322,"Well, I shall go and
look at it. Come on.","['Well,', 'I shall go and\nlook at it. Come on.']","[[48874, 48879], [48928, 48963]]",Christopher Robin - Story,['Piglet'],Explicit,said Christopher Robin,"[[], []]","[[], []]","[[], []]"
Q323,"I can hear it, can't you?","[""I can hear it, can't you?""]","[[49048, 49073]]",Piglet,['Christopher Robin - Story'],Explicit,said Piglet,[['you']],"[[[49069, 49072]]]",[[['Christopher Robin - Story']]]
Q324,"I can hear _something_,","['I can hear _something_,']","[[49118, 49141]]",Christopher Robin - Story,['Piglet'],Explicit,said Christopher Robin,[[]],[[]],[[]]
Q325,There! Isn't it _awful_?,"['There!', ""Isn't it _awful_?""]","[[49233, 49239], [49255, 49272]]",Piglet,['Christopher Robin - Story'],Explicit,said Piglet,"[[], []]","[[], []]","[[], []]"
Q326,"Oh, Bear! How I do love you!","['Oh, Bear!', 'How I do love you!']","[[49784, 49793], [49820, 49838]]",Christopher Robin - Story,"['Winnie-the-pooh', 'Piglet']",Explicit,said Christopher Robin,"[[], []]","[[], []]","[[], []]"
Q327,"So do I,","['So do I,']","[[49842, 49850]]",Winnie-the-pooh,"['Christopher Robin - Story', 'Piglet']",Explicit,said Pooh,[[]],[[]],[[]]
Q328,"Pathetic, That's what it is. Pathetic. As I thought, No better from _this_ side. But nobody minds.
Nobody cares. Pathetic, that's what it is.","['Pathetic,', ""That's what it is. Pathetic."", 'As I thought,', ""No better from _this_ side. But nobody minds.\nNobody cares. Pathetic, that's what it is.""]","[[50112, 50121], [50133, 50161], [50336, 50349], [50361, 50449]]",Eeyore,[],Anaphoric,he said,"[[], [], [], []]","[[], [], [], []]","[[], [], [], []]"
Q329,"Good morning, Eeyore,","['Good morning, Eeyore,']","[[50528, 50549]]",Winnie-the-pooh,['Eeyore'],Explicit,said Pooh,[['Eeyore']],"[[[50542, 50548]]]",[[['Eeyore']]]
Q330,"Good morning, Pooh Bear,","['Good morning, Pooh Bear,']","[[50564, 50588]]",Eeyore,['Winnie-the-pooh'],Explicit,said Eeyore,[['Pooh Bear']],"[[[50578, 50587]]]",[[['Winnie-the-pooh']]]
Q331,"If it _is_ a good
morning, Which I doubt,","['If it _is_ a good\nmorning,', 'Which I doubt,']","[[50613, 50639], [50651, 50665]]",Eeyore,['Winnie-the-pooh'],Anaphoric,he said,"[[], []]","[[], []]","[[], []]"
Q332,"Why, what's the matter?","[""Why, what's the matter?""]","[[50678, 50701]]",Winnie-the-pooh,['Eeyore'],Implicit,,[[]],[[]],[[]]
